Duration;Action;Controller;IP;Created;Exception;StartDate;StartTime;EndDate;EndTime;Operation;Success
344;questionnaires;patient;194.239.195.65;2013-12-05 09:02:59.1830000;0;2013-12-05 09:02:59.1670000;1386230579168;2013-12-05 09:02:59.5130000;1386230579512;NULL;1
422;questionnaires;patient;194.239.195.65;2013-12-05 09:03:44.2470000;0;2013-12-05 09:03:44.2470000;1386230624246;2013-12-05 09:03:44.6670000;1386230624668;NULL;1
594;questionnaires;patient;194.239.195.65;2013-12-05 09:04:15.7630000;0;2013-12-05 09:04:15.7630000;1386230655762;2013-12-05 09:04:16.3570000;1386230656356;NULL;1
1063;questionnaires;patient;194.239.195.65;2013-12-05 09:05:50.8870000;0;2013-12-05 09:05:50.8870000;1386230750887;2013-12-05 09:05:51.9500000;1386230751950;NULL;1
343;questionnaires;patient;194.239.195.65;2013-12-05 09:10:13.2770000;0;2013-12-05 09:10:13.2770000;1386231013278;2013-12-05 09:10:13.6200000;1386231013621;NULL;1
844;questionnaires;patient;194.239.195.65;2013-12-05 09:10:25.2630000;0;2013-12-05 09:10:25.2630000;1386231025262;2013-12-05 09:10:26.1070000;1386231026106;NULL;1
422;questionnaires;patient;194.239.195.65;2013-12-05 09:11:16.2930000;0;2013-12-05 09:11:16.2930000;1386231076293;2013-12-05 09:11:16.7170000;1386231076715;NULL;1
2937;questionnaires;patient;10.0.250.126;2013-12-05 09:50:13.3270000;0;2013-12-05 09:50:13.3100000;1386233413309;2013-12-05 09:50:16.2470000;1386233416246;NULL;1
234;questionnaires;patient;80.62.116.32;2013-12-05 10:09:37.8270000;0;2013-12-05 10:09:37.8270000;1386234577825;2013-12-05 10:09:38.0600000;1386234578059;NULL;1
94;questionnaires;patient;131.165.102.230;2013-12-05 10:18:37.9670000;0;2013-12-05 10:18:37.9670000;1386235117965;2013-12-05 10:18:38.0600000;1386235118059;NULL;1
250;questionnaires;patient;194.239.195.65;2013-12-05 10:38:25.6200000;0;2013-12-05 10:38:25.6200000;1386236305621;2013-12-05 10:38:25.8700000;1386236305871;NULL;1
484;questionnaires;patient;194.239.195.65;2013-12-05 10:38:39.5600000;0;2013-12-05 10:38:39.5600000;1386236319559;2013-12-05 10:38:40.0430000;1386236320043;NULL;1
1781;questionnaires;patient;194.239.195.65;2013-12-05 10:38:43.2770000;0;2013-12-05 10:38:43.2770000;1386236323278;2013-12-05 10:38:45.0600000;1386236325059;NULL;1
359;questionnaires;patient;194.239.195.65;2013-12-05 10:51:08.2300000;0;2013-12-05 10:51:08.2300000;1386237068231;2013-12-05 10:51:08.5900000;1386237068590;NULL;1
922;questionnaires;patient;194.239.195.65;2013-12-05 10:51:50.5130000;0;2013-12-05 10:51:50.4970000;1386237110496;2013-12-05 10:51:51.4170000;1386237111418;NULL;1
891;questionnaires;patient;194.239.195.65;2013-12-05 10:52:28.6370000;0;2013-12-05 10:52:28.6200000;1386237148621;2013-12-05 10:52:29.5130000;1386237149512;NULL;1
1516;questionnaires;patient;194.239.195.65;2013-12-05 10:52:48.5600000;0;2013-12-05 10:52:48.5600000;1386237168559;2013-12-05 10:52:50.0770000;1386237170075;NULL;1
672;questionnaires;patient;194.239.195.65;2013-12-05 10:52:58.8100000;0;2013-12-05 10:52:58.8100000;1386237178809;2013-12-05 10:52:59.4800000;1386237179481;NULL;1
844;questionnaires;patient;194.239.195.65;2013-12-05 10:53:30.8100000;0;2013-12-05 10:53:30.7930000;1386237210793;2013-12-05 10:53:31.6370000;1386237211637;NULL;1
390;questionnaires;patient;131.165.102.230;2013-12-05 10:57:08.2000000;0;2013-12-05 10:57:08.2000000;1386237428200;2013-12-05 10:57:08.5900000;1386237428590;NULL;1
343;questionnaires;patient;131.165.106.2;2013-12-05 10:57:20.9500000;0;2013-12-05 10:57:20.9500000;1386237440950;2013-12-05 10:57:21.2930000;1386237441293;NULL;1
3984;questionnaires;patient;10.0.250.126;2013-12-05 11:00:29.5600000;0;2013-12-05 11:00:29.5600000;1386237629559;2013-12-05 11:00:33.5430000;1386237633543;NULL;1
5047;questionnaires;patient;10.0.250.126;2013-12-05 11:00:34.5270000;0;2013-12-05 11:00:34.5270000;1386237634528;2013-12-05 11:00:39.5770000;1386237639575;NULL;1
250;questionnaires;patient;194.239.195.65;2013-12-05 11:05:08.4170000;0;2013-12-05 11:05:08.4030000;1386237908403;2013-12-05 11:05:08.6530000;1386237908653;NULL;1
250;questionnaires;patient;194.239.195.65;2013-12-05 11:05:09.2770000;0;2013-12-05 11:05:09.2770000;1386237909278;2013-12-05 11:05:09.5270000;1386237909528;NULL;1
1438;questionnaires;patient;10.0.250.126;2013-12-05 11:08:12.3870000;0;2013-12-05 11:08:12.3870000;1386238092387;2013-12-05 11:08:13.8270000;1386238093825;NULL;1
750;questionnaires;patient;10.0.250.126;2013-12-05 11:08:14.2770000;0;2013-12-05 11:08:14.2770000;1386238094278;2013-12-05 11:08:15.0270000;1386238095028;NULL;1
1000;questionnaires;patient;10.0.250.126;2013-12-05 11:08:34.0430000;0;2013-12-05 11:08:34.0430000;1386238114043;2013-12-05 11:08:35.0430000;1386238115043;NULL;1
1657;questionnaires;patient;131.165.102.230;2013-12-05 11:13:56.9170000;0;2013-12-05 11:13:56.9170000;1386238436918;2013-12-05 11:13:58.5770000;1386238438575;NULL;1
375;questionnaires;patient;194.239.195.65;2013-12-05 11:17:29.4670000;0;2013-12-05 11:17:29.4670000;1386238649465;2013-12-05 11:17:29.8400000;1386238649840;NULL;1
328;questionnaires;patient;194.239.195.65;2013-12-05 11:24:09.0770000;0;2013-12-05 11:24:09.0600000;1386239049059;2013-12-05 11:24:09.3870000;1386239049387;NULL;1
672;questionnaires;patient;131.165.102.230;2013-12-05 11:24:35.0130000;0;2013-12-05 11:24:35.0130000;1386239075012;2013-12-05 11:24:35.6830000;1386239075684;NULL;1
188;questionnaires;patient;80.62.116.32;2013-12-05 11:25:18.2170000;0;2013-12-05 11:25:18.2170000;1386239118215;2013-12-05 11:25:18.4030000;1386239118403;NULL;1
266;questionnaires;patient;131.165.102.230;2013-12-05 11:25:21.7470000;0;2013-12-05 11:25:21.7470000;1386239121746;2013-12-05 11:25:22.0130000;1386239122012;NULL;1
250;questionnaires;patient;131.165.106.2;2013-12-05 11:25:48.0900000;0;2013-12-05 11:25:48.0900000;1386239148090;2013-12-05 11:25:48.3400000;1386239148340;NULL;1
250;questionnaires;patient;131.165.106.2;2013-12-05 11:25:48.7300000;0;2013-12-05 11:25:48.7300000;1386239148731;2013-12-05 11:25:48.9800000;1386239148981;NULL;1
1515;questionnaires;patient;131.165.102.230;2013-12-05 11:31:02.5770000;0;2013-12-05 11:31:02.5770000;1386239462575;2013-12-05 11:31:04.0900000;1386239464090;NULL;1
344;questionnaires;patient;194.239.195.65;2013-12-05 11:31:33.2630000;0;2013-12-05 11:31:33.2630000;1386239493262;2013-12-05 11:31:33.6070000;1386239493606;NULL;1
297;questionnaires;patient;194.239.195.65;2013-12-05 11:32:16.9030000;0;2013-12-05 11:32:16.9030000;1386239536903;2013-12-05 11:32:17.2000000;1386239537200;NULL;1
313;questionnaires;patient;194.239.195.65;2013-12-05 11:34:55.3700000;0;2013-12-05 11:34:55.3700000;1386239695371;2013-12-05 11:34:55.6830000;1386239695684;NULL;1
281;questionnaires;patient;194.239.195.65;2013-12-05 11:34:56.1070000;0;2013-12-05 11:34:56.1070000;1386239696106;2013-12-05 11:34:56.3870000;1386239696387;NULL;1
860;questionnaires;patient;131.165.102.230;2013-12-05 11:35:42.4170000;0;2013-12-05 11:35:42.4170000;1386239742418;2013-12-05 11:35:43.2770000;1386239743278;NULL;1
281;questionnaires;patient;194.239.195.65;2013-12-05 11:36:29.7770000;0;2013-12-05 11:36:29.7770000;1386239789778;2013-12-05 11:36:30.0600000;1386239790059;NULL;1
281;questionnaires;patient;194.239.195.65;2013-12-05 11:36:43.6070000;0;2013-12-05 11:36:43.6070000;1386239803606;2013-12-05 11:36:43.8870000;1386239803887;NULL;1
343;questionnaires;patient;5.56.148.105;2013-12-05 11:36:55.6530000;0;2013-12-05 11:36:55.6530000;1386239815653;2013-12-05 11:36:55.9970000;1386239815996;NULL;1
281;questionnaires;patient;5.56.148.105;2013-12-05 11:36:56.5900000;0;2013-12-05 11:36:56.5900000;1386239816590;2013-12-05 11:36:56.8700000;1386239816871;NULL;1
265;questionnaires;patient;5.56.148.105;2013-12-05 11:38:53.7000000;0;2013-12-05 11:38:53.7000000;1386239933700;2013-12-05 11:38:53.9670000;1386239933965;NULL;1
266;questionnaires;patient;80.198.193.161;2013-12-05 11:39:42.0600000;0;2013-12-05 11:39:42.0600000;1386239982059;2013-12-05 11:39:42.3270000;1386239982325;NULL;1
312;questionnaires;patient;80.198.193.161;2013-12-05 11:39:42.5770000;0;2013-12-05 11:39:42.5770000;1386239982575;2013-12-05 11:39:42.8870000;1386239982887;NULL;1
250;questionnaires;patient;5.56.148.105;2013-12-05 11:42:15.2000000;0;2013-12-05 11:42:15.2000000;1386240135200;2013-12-05 11:42:15.4500000;1386240135450;NULL;1
1172;questionnaires;patient;131.165.102.230;2013-12-05 11:42:15.8700000;0;2013-12-05 11:42:15.8700000;1386240135871;2013-12-05 11:42:17.0430000;1386240137043;NULL;1
343;questionnaires;patient;194.239.195.65;2013-12-05 11:42:32.0900000;0;2013-12-05 11:42:32.0770000;1386240152075;2013-12-05 11:42:32.4170000;1386240152418;NULL;1
563;questionnaires;patient;5.56.148.105;2013-12-05 11:43:32.5130000;0;2013-12-05 11:43:32.5130000;1386240212512;2013-12-05 11:43:33.0770000;1386240213075;NULL;1
235;questionnaires;patient;5.56.148.105;2013-12-05 11:43:42.5900000;0;2013-12-05 11:43:42.5900000;1386240222590;2013-12-05 11:43:42.8270000;1386240222825;NULL;1
218;questionnaires;patient;5.56.148.105;2013-12-05 11:43:47.1530000;0;2013-12-05 11:43:47.1530000;1386240227153;2013-12-05 11:43:47.3700000;1386240227371;NULL;1
328;questionnaires;patient;5.56.148.105;2013-12-05 11:44:35.8400000;0;2013-12-05 11:44:35.8400000;1386240275840;2013-12-05 11:44:36.1670000;1386240276168;NULL;1
578;questionnaires;patient;131.165.102.230;2013-12-05 11:45:00.1830000;0;2013-12-05 11:45:00.1830000;1386240300184;2013-12-05 11:45:00.7630000;1386240300762;NULL;1
766;questionnaires;patient;131.165.102.230;2013-12-05 11:47:37.4970000;0;2013-12-05 11:47:37.4970000;1386240457496;2013-12-05 11:47:38.2630000;1386240458262;NULL;1
578;questionnaires;patient;5.56.148.105;2013-12-05 11:48:09.5900000;0;2013-12-05 11:48:09.5900000;1386240489590;2013-12-05 11:48:10.1670000;1386240490168;NULL;1
734;questionnaires;patient;194.239.195.65;2013-12-05 11:48:55.7000000;0;2013-12-05 11:48:55.7000000;1386240535700;2013-12-05 11:48:56.4330000;1386240536434;NULL;1
281;questionnaires;patient;131.165.106.2;2013-12-05 11:49:14.1830000;0;2013-12-05 11:49:14.1830000;1386240554184;2013-12-05 11:49:14.4670000;1386240554465;NULL;1
1125;questionnaires;patient;131.165.102.230;2013-12-05 11:49:25.9170000;0;2013-12-05 11:49:25.9170000;1386240565918;2013-12-05 11:49:27.0430000;1386240567043;NULL;1
562;questionnaires;patient;131.165.106.2;2013-12-05 11:49:40.9670000;0;2013-12-05 11:49:40.9500000;1386240580950;2013-12-05 11:49:41.5130000;1386240581512;NULL;1
500;questionnaires;patient;131.165.106.2;2013-12-05 11:49:55.7000000;0;2013-12-05 11:49:55.7000000;1386240595700;2013-12-05 11:49:56.2000000;1386240596200;NULL;1
453;questionnaires;patient;131.165.106.2;2013-12-05 11:49:59.8870000;0;2013-12-05 11:49:59.8870000;1386240599887;2013-12-05 11:50:00.3400000;1386240600340;NULL;1
985;questionnaires;patient;131.165.102.230;2013-12-05 11:51:01.7630000;0;2013-12-05 11:51:01.7470000;1386240661746;2013-12-05 11:51:02.7300000;1386240662731;NULL;1
641;questionnaires;patient;194.239.195.65;2013-12-05 11:51:04.0430000;0;2013-12-05 11:51:04.0430000;1386240664043;2013-12-05 11:51:04.6830000;1386240664684;NULL;1
250;questionnaires;patient;131.165.106.2;2013-12-05 11:51:18.4800000;0;2013-12-05 11:51:18.4800000;1386240678481;2013-12-05 11:51:18.7300000;1386240678731;NULL;1
1375;questionnaires;patient;194.239.195.65;2013-12-05 11:51:51.0270000;0;2013-12-05 11:51:51.0270000;1386240711028;2013-12-05 11:51:52.4030000;1386240712403;NULL;1
766;questionnaires;patient;131.165.106.2;2013-12-05 11:52:01.8100000;0;2013-12-05 11:52:01.8100000;1386240721809;2013-12-05 11:52:02.5770000;1386240722575;NULL;1
938;questionnaires;patient;131.165.102.230;2013-12-05 11:52:12.5430000;0;2013-12-05 11:52:12.5430000;1386240732543;2013-12-05 11:52:13.4800000;1386240733481;NULL;1
562;questionnaires;patient;194.239.195.65;2013-12-05 11:52:14.7300000;0;2013-12-05 11:52:14.7300000;1386240734731;2013-12-05 11:52:15.2930000;1386240735293;NULL;1
375;questionnaires;patient;131.165.106.2;2013-12-05 11:52:15.8400000;0;2013-12-05 11:52:15.8400000;1386240735840;2013-12-05 11:52:16.2170000;1386240736215;NULL;1
313;questionnaires;patient;131.165.106.2;2013-12-05 11:52:30.1370000;0;2013-12-05 11:52:30.1370000;1386240750137;2013-12-05 11:52:30.4500000;1386240750450;NULL;1
562;questionnaires;patient;131.165.106.2;2013-12-05 11:52:40.9800000;0;2013-12-05 11:52:40.9800000;1386240760981;2013-12-05 11:52:41.5430000;1386240761543;NULL;1
641;questionnaires;patient;194.239.195.65;2013-12-05 11:52:41.2930000;0;2013-12-05 11:52:41.2930000;1386240761293;2013-12-05 11:52:41.9330000;1386240761934;NULL;1
610;questionnaires;patient;194.239.195.65;2013-12-05 11:52:45.5430000;0;2013-12-05 11:52:45.5430000;1386240765543;2013-12-05 11:52:46.1530000;1386240766153;NULL;1
1453;questionnaires;patient;194.239.195.65;2013-12-05 11:52:50.4800000;0;2013-12-05 11:52:50.4800000;1386240770481;2013-12-05 11:52:51.9330000;1386240771934;NULL;1
890;questionnaires;patient;131.165.106.2;2013-12-05 11:52:51.2000000;0;2013-12-05 11:52:51.2000000;1386240771200;2013-12-05 11:52:52.0900000;1386240772090;NULL;1
734;questionnaires;patient;131.165.106.2;2013-12-05 11:53:00.9030000;0;2013-12-05 11:53:00.9030000;1386240780903;2013-12-05 11:53:01.6370000;1386240781637;NULL;1
563;questionnaires;patient;5.56.148.105;2013-12-05 11:53:10.2470000;0;2013-12-05 11:53:10.2470000;1386240790246;2013-12-05 11:53:10.8100000;1386240790809;NULL;1
1079;questionnaires;patient;131.165.102.230;2013-12-05 11:53:32.6200000;0;2013-12-05 11:53:32.6200000;1386240812621;2013-12-05 11:53:33.7000000;1386240813700;NULL;1
578;questionnaires;patient;194.239.195.65;2013-12-05 11:53:53.1530000;0;2013-12-05 11:53:53.1530000;1386240833153;2013-12-05 11:53:53.7300000;1386240833731;NULL;1
1234;questionnaires;patient;131.165.102.230;2013-12-05 11:55:10.6370000;0;2013-12-05 11:55:10.6370000;1386240910637;2013-12-05 11:55:11.8700000;1386240911871;NULL;1
1406;questionnaires;patient;131.165.106.2;2013-12-05 11:55:40.2630000;0;2013-12-05 11:55:40.2630000;1386240940262;2013-12-05 11:55:41.6670000;1386240941668;NULL;1
375;questionnaires;patient;80.198.193.161;2013-12-05 11:56:06.2000000;0;2013-12-05 11:56:06.2000000;1386240966200;2013-12-05 11:56:06.5770000;1386240966575;NULL;1
625;questionnaires;patient;131.165.102.230;2013-12-05 11:56:18.6070000;0;2013-12-05 11:56:18.6070000;1386240978606;2013-12-05 11:56:19.2300000;1386240979231;NULL;1
328;questionnaires;patient;80.198.193.161;2013-12-05 11:56:20.2300000;0;2013-12-05 11:56:20.2300000;1386240980231;2013-12-05 11:56:20.5600000;1386240980559;NULL;1
391;questionnaires;patient;5.56.148.105;2013-12-05 11:56:52.3870000;0;2013-12-05 11:56:52.3870000;1386241012387;2013-12-05 11:56:52.7770000;1386241012778;NULL;1
735;questionnaires;patient;131.165.102.230;2013-12-05 11:57:12.4670000;0;2013-12-05 11:57:12.4670000;1386241032465;2013-12-05 11:57:13.2000000;1386241033200;NULL;1
766;questionnaires;patient;131.165.106.2;2013-12-05 11:57:14.6830000;0;2013-12-05 11:57:14.6830000;1386241034684;2013-12-05 11:57:15.4500000;1386241035450;NULL;1
62;questionnaires;patient;5.56.148.105;2013-12-05 11:57:28.7000000;1;2013-12-05 11:57:28.7000000;1386241048700;2013-12-05 11:57:28.7630000;1386241048762;NULL;0
344;questionnaires;patient;194.239.195.65;2013-12-05 11:57:35.1830000;0;2013-12-05 11:57:35.1670000;1386241055168;2013-12-05 11:57:35.5130000;1386241055512;NULL;1
344;questionnaires;patient;194.239.195.65;2013-12-05 11:58:15.4170000;0;2013-12-05 11:58:15.4170000;1386241095418;2013-12-05 11:58:15.7630000;1386241095762;NULL;1
578;questionnaires;patient;131.165.102.230;2013-12-05 11:58:24.5900000;0;2013-12-05 11:58:24.5900000;1386241104590;2013-12-05 11:58:25.1670000;1386241105168;NULL;1
875;questionnaires;patient;194.239.195.65;2013-12-05 11:59:48.3400000;0;2013-12-05 11:59:48.3400000;1386241188340;2013-12-05 11:59:49.2170000;1386241189215;NULL;1
687;questionnaires;patient;131.165.102.230;2013-12-05 12:01:33.5270000;0;2013-12-05 12:01:33.5270000;1386241293528;2013-12-05 12:01:34.2170000;1386241294215;NULL;1
438;questionnaires;patient;194.239.195.65;2013-12-05 12:02:18.8400000;0;2013-12-05 12:02:18.8400000;1386241338840;2013-12-05 12:02:19.2770000;1386241339278;NULL;1
359;questionnaires;patient;194.239.195.65;2013-12-05 12:02:59.8570000;0;2013-12-05 12:02:59.8570000;1386241379856;2013-12-05 12:03:00.2170000;1386241380215;NULL;1
1093;questionnaires;patient;131.165.102.230;2013-12-05 12:03:26.2000000;0;2013-12-05 12:03:26.2000000;1386241406200;2013-12-05 12:03:27.2930000;1386241407293;NULL;1
375;questionnaires;patient;194.239.195.65;2013-12-05 12:03:27.4800000;0;2013-12-05 12:03:27.4800000;1386241407481;2013-12-05 12:03:27.8570000;1386241407856;NULL;1
625;questionnaires;patient;194.239.195.65;2013-12-05 12:03:31.4670000;0;2013-12-05 12:03:31.4670000;1386241411465;2013-12-05 12:03:32.0900000;1386241412090;NULL;1
344;questionnaires;patient;194.239.195.65;2013-12-05 12:03:35.4170000;0;2013-12-05 12:03:35.4170000;1386241415418;2013-12-05 12:03:35.7630000;1386241415762;NULL;1
360;questionnaires;patient;194.239.195.65;2013-12-05 12:03:38.7470000;0;2013-12-05 12:03:38.7470000;1386241418746;2013-12-05 12:03:39.1070000;1386241419106;NULL;1
390;questionnaires;patient;194.239.195.65;2013-12-05 12:03:47.3270000;0;2013-12-05 12:03:47.3270000;1386241427325;2013-12-05 12:03:47.7170000;1386241427715;NULL;1
469;questionnaires;patient;131.165.102.230;2013-12-05 12:05:27.4970000;0;2013-12-05 12:05:27.4970000;1386241527496;2013-12-05 12:05:27.9670000;1386241527965;NULL;1
906;questionnaires;patient;131.165.102.230;2013-12-05 12:05:40.6070000;0;2013-12-05 12:05:40.5900000;1386241540590;2013-12-05 12:05:41.4970000;1386241541496;NULL;1
437;questionnaires;patient;131.165.102.230;2013-12-05 12:06:59.8100000;0;2013-12-05 12:06:59.8100000;1386241619809;2013-12-05 12:07:00.2470000;1386241620246;NULL;1
2610;questionnaires;patient;194.239.195.65;2013-12-05 12:08:07.5430000;0;2013-12-05 12:08:07.5430000;1386241687543;2013-12-05 12:08:10.1530000;1386241690153;NULL;1
859;questionnaires;patient;194.239.195.65;2013-12-05 12:08:10.6530000;0;2013-12-05 12:08:10.6370000;1386241690637;2013-12-05 12:08:11.4970000;1386241691496;NULL;1
484;questionnaires;patient;131.165.102.230;2013-12-05 12:08:21.3570000;0;2013-12-05 12:08:21.3570000;1386241701356;2013-12-05 12:08:21.8400000;1386241701840;NULL;1
375;questionnaires;patient;131.165.102.230;2013-12-05 12:09:09.0430000;0;2013-12-05 12:09:09.0430000;1386241749043;2013-12-05 12:09:09.4170000;1386241749418;NULL;1
672;questionnaires;patient;131.165.102.230;2013-12-05 12:09:51.7770000;0;2013-12-05 12:09:51.7630000;1386241791762;2013-12-05 12:09:52.4330000;1386241792434;NULL;1
875;questionnaires;patient;131.165.106.2;2013-12-05 12:10:00.5600000;0;2013-12-05 12:10:00.5600000;1386241800559;2013-12-05 12:10:01.4330000;1386241801434;NULL;1
734;questionnaires;patient;131.165.102.230;2013-12-05 12:11:32.2770000;0;2013-12-05 12:11:32.2770000;1386241892278;2013-12-05 12:11:33.0130000;1386241893012;NULL;1
328;questionnaires;patient;131.165.102.230;2013-12-05 12:12:07.2170000;0;2013-12-05 12:12:07.2170000;1386241927215;2013-12-05 12:12:07.5430000;1386241927543;NULL;1
360;questionnaires;patient;131.165.102.230;2013-12-05 12:13:20.5430000;0;2013-12-05 12:13:20.5430000;1386242000543;2013-12-05 12:13:20.9030000;1386242000903;NULL;1
953;questionnaires;patient;131.165.102.230;2013-12-05 12:15:13.2170000;0;2013-12-05 12:15:13.2170000;1386242113215;2013-12-05 12:15:14.1670000;1386242114168;NULL;1
1016;questionnaires;patient;131.165.102.230;2013-12-05 12:16:01.8100000;0;2013-12-05 12:16:01.8100000;1386242161809;2013-12-05 12:16:02.8270000;1386242162825;NULL;1
625;questionnaires;patient;131.165.102.230;2013-12-05 12:17:33.7300000;0;2013-12-05 12:17:33.7300000;1386242253731;2013-12-05 12:17:34.3570000;1386242254356;NULL;1
1703;questionnaires;patient;131.165.102.230;2013-12-05 12:18:10.4170000;0;2013-12-05 12:18:10.4170000;1386242290418;2013-12-05 12:18:12.1200000;1386242292121;NULL;1
875;questionnaires;patient;131.165.102.230;2013-12-05 12:18:33.8700000;0;2013-12-05 12:18:33.8700000;1386242313871;2013-12-05 12:18:34.7470000;1386242314746;NULL;1
718;questionnaires;patient;131.165.102.230;2013-12-05 12:19:15.7770000;0;2013-12-05 12:19:15.7770000;1386242355778;2013-12-05 12:19:16.4970000;1386242356496;NULL;1
906;questionnaires;patient;131.165.102.230;2013-12-05 12:20:59.2000000;0;2013-12-05 12:20:59.2000000;1386242459200;2013-12-05 12:21:00.1070000;1386242460106;NULL;1
297;questionnaires;patient;131.165.102.230;2013-12-05 12:22:26.8870000;0;2013-12-05 12:22:26.8870000;1386242546887;2013-12-05 12:22:27.1830000;1386242547184;NULL;1
313;questionnaires;patient;194.239.195.65;2013-12-05 12:23:27.5130000;0;2013-12-05 12:23:27.5130000;1386242607512;2013-12-05 12:23:27.8270000;1386242607825;NULL;1
719;questionnaires;patient;131.165.102.230;2013-12-05 12:23:35.8400000;0;2013-12-05 12:23:35.8400000;1386242615840;2013-12-05 12:23:36.5600000;1386242616559;NULL;1
797;questionnaires;patient;194.239.195.65;2013-12-05 12:25:39.4170000;0;2013-12-05 12:25:39.4170000;1386242739418;2013-12-05 12:25:40.2170000;1386242740215;NULL;1
985;questionnaires;patient;131.165.102.230;2013-12-05 12:26:51.2300000;0;2013-12-05 12:26:51.2170000;1386242811215;2013-12-05 12:26:52.2000000;1386242812200;NULL;1
563;questionnaires;patient;131.165.106.2;2013-12-05 12:27:55.9670000;0;2013-12-05 12:27:55.9670000;1386242875965;2013-12-05 12:27:56.5270000;1386242876528;NULL;1
625;questionnaires;patient;194.239.195.65;2013-12-05 12:28:00.0270000;0;2013-12-05 12:28:00.0270000;1386242880028;2013-12-05 12:28:00.6530000;1386242880653;NULL;1
265;questionnaires;patient;80.198.193.161;2013-12-05 12:30:31.4800000;0;2013-12-05 12:30:31.4800000;1386243031481;2013-12-05 12:30:31.7470000;1386243031746;NULL;1
453;questionnaires;patient;194.239.195.65;2013-12-05 12:32:31.9030000;0;2013-12-05 12:32:31.9030000;1386243151903;2013-12-05 12:32:32.3570000;1386243152356;NULL;1
640;questionnaires;patient;131.165.102.230;2013-12-05 12:32:51.9500000;0;2013-12-05 12:32:51.9500000;1386243171950;2013-12-05 12:32:52.5900000;1386243172590;NULL;1
1047;questionnaires;patient;194.239.195.65;2013-12-05 12:33:10.3570000;0;2013-12-05 12:33:10.3570000;1386243190356;2013-12-05 12:33:11.4030000;1386243191403;NULL;1
234;questionnaires;patient;80.198.193.161;2013-12-05 12:34:46.3870000;0;2013-12-05 12:34:46.3870000;1386243286387;2013-12-05 12:34:46.6200000;1386243286621;NULL;1
610;questionnaires;patient;131.165.102.230;2013-12-05 12:35:32.6830000;0;2013-12-05 12:35:32.6670000;1386243332668;2013-12-05 12:35:33.2770000;1386243333278;NULL;1
485;questionnaires;patient;194.239.195.65;2013-12-05 12:36:12.2930000;0;2013-12-05 12:36:12.2930000;1386243372293;2013-12-05 12:36:12.7770000;1386243372778;NULL;1
157;questionnaires;patient;131.165.102.230;2013-12-05 12:36:47.0430000;0;2013-12-05 12:36:47.0430000;1386243407043;2013-12-05 12:36:47.2000000;1386243407200;NULL;1
250;questionnaires;patient;131.165.102.230;2013-12-05 12:38:23.5430000;0;2013-12-05 12:38:23.5430000;1386243503543;2013-12-05 12:38:23.7930000;1386243503793;NULL;1
485;questionnaires;patient;131.165.102.230;2013-12-05 12:38:40.0430000;0;2013-12-05 12:38:40.0430000;1386243520043;2013-12-05 12:38:40.5270000;1386243520528;NULL;1
360;questionnaires;patient;80.198.193.161;2013-12-05 12:40:25.0430000;0;2013-12-05 12:40:25.0430000;1386243625043;2013-12-05 12:40:25.4030000;1386243625403;NULL;1
250;questionnaires;patient;80.198.193.161;2013-12-05 12:40:59.2300000;0;2013-12-05 12:40:59.2300000;1386243659231;2013-12-05 12:40:59.4800000;1386243659481;NULL;1
219;questionnaires;patient;80.198.193.161;2013-12-05 12:41:20.2930000;0;2013-12-05 12:41:20.2930000;1386243680293;2013-12-05 12:41:20.5130000;1386243680512;NULL;1
297;questionnaires;patient;194.239.195.65;2013-12-05 12:43:13.9170000;0;2013-12-05 12:43:13.9030000;1386243793903;2013-12-05 12:43:14.2000000;1386243794200;NULL;1
313;questionnaires;patient;194.239.195.65;2013-12-05 12:43:43.8700000;0;2013-12-05 12:43:43.8700000;1386243823871;2013-12-05 12:43:44.1830000;1386243824184;NULL;1
328;questionnaires;patient;194.239.195.65;2013-12-05 12:44:23.8870000;0;2013-12-05 12:44:23.8870000;1386243863887;2013-12-05 12:44:24.2170000;1386243864215;NULL;1
797;questionnaires;patient;131.165.102.230;2013-12-05 12:44:33.4800000;0;2013-12-05 12:44:33.4800000;1386243873481;2013-12-05 12:44:34.2770000;1386243874278;NULL;1
360;questionnaires;patient;194.239.195.65;2013-12-05 12:44:58.4170000;0;2013-12-05 12:44:58.4170000;1386243898418;2013-12-05 12:44:58.7770000;1386243898778;NULL;1
359;questionnaires;patient;194.239.195.65;2013-12-05 12:45:12.1370000;0;2013-12-05 12:45:12.1370000;1386243912137;2013-12-05 12:45:12.4970000;1386243912496;NULL;1
281;questionnaires;patient;194.239.195.65;2013-12-05 12:45:32.2170000;0;2013-12-05 12:45:32.2170000;1386243932215;2013-12-05 12:45:32.4970000;1386243932496;NULL;1
313;questionnaires;patient;194.239.195.65;2013-12-05 12:45:43.7930000;0;2013-12-05 12:45:43.7930000;1386243943793;2013-12-05 12:45:44.1070000;1386243944106;NULL;1
375;questionnaires;patient;131.165.102.230;2013-12-05 12:45:56.7470000;0;2013-12-05 12:45:56.7470000;1386243956746;2013-12-05 12:45:57.1200000;1386243957121;NULL;1
297;questionnaires;patient;194.239.195.65;2013-12-05 12:46:31.6370000;0;2013-12-05 12:46:31.6370000;1386243991637;2013-12-05 12:46:31.9330000;1386243991934;NULL;1
